年份,试卷文件,题型板块,题号,题目文本,匹配题型ID,匹配题型名称,所属专题,所属章节,难度等级,匹配分数,备选题型
2025,重庆市潼南区2024-2025学年九年级下学期第一次联考数学试题.docx,三、解答题,23,如图，在平面直角坐标系中，抛物线过点，交y轴于C点，交x轴于A，B两点（A在B的左侧），连接，，． (1)求抛物线的表达式； (2)点P是直线上方抛物线上的一动点，过点P作于点D，点Q是抛物线对称轴上的一动点，连接，，当线段长度取得最大值时，求的最小值； (3)在（2）中线段长度取得最大值的条件下，连接，将抛物线沿射线方向平移得到新抛物线，使得新抛物线经过点B，且与直线相交于另一点M，点N为新抛物线上的一个动点，当，请直接写出所有符合条件的点N的坐标．,347,求二次函数的解析式,函数,第三章 二次函数,lv2,215,二次函数图象和性质判断(71) | 二次函数图象变换(59)
2025,重庆市潼南区2024-2025学年九年级下学期第一次联考数学试题.docx,三、解答题,24,已知为等边三角形，是平面内的一个动点． (1)如图1，点在内部，连接并延长交于点，连接并延长交于点，若，求的度数； (2)如图2，点，在外部，满足，连接，其中为中点，连接；若，求证：； (3)如图3，点在外部，，将沿着翻折，得到，连接，为线段上一点，且，连接；若，当线段的长取最小值时，直接写出的面积．,248,两个特殊的直角三角形,几何,第六章 勾股定理,lv2,59,面积比问题(27) | 等面积法(27) | 正数、负数和0(23)
2025,重庆市潼南区2024-2025学年九年级下学期第二次联合测试数学试题.docx,一、单选题,1,的绝对值是（   ） A．2025	B．	C．	D．,5,求一个数的绝对值,代数,第一章 有理数,lv1,38,绝对值化简(22) | 绝对值的分类讨论问题(15)
2025,重庆市潼南区2024-2025学年九年级下学期第二次联合测试数学试题.docx,一、单选题,2,绿色环保，人人参与．下列环保标志中，既是轴对称图形也是中心对称图形的是（   ） A．  	B．  	C．  	D．,241,判断轴对称图形,几何,第五章 轴对称,lv1,51,图形旋转的性质(47) | 轴对称的应用(36) | 点的对称规律(15)
2025,重庆市潼南区2024-2025学年九年级下学期第二次联合测试数学试题.docx,一、单选题,3,反比例函数的图象一定经过的点是（   ） A．	B．	C．	D．,361,已知反比例函数求参,函数,第四章 反比例函数,lv2,58,反比例函数的图象性质(58) | 求反比例函数解析式(58) | 反比例函数和一次函数图象判断问题(19)
2025,重庆市潼南区2024-2025学年九年级下学期第二次联合测试数学试题.docx,一、单选题,4,下列各运算中，计算正确的是（    ） A．	B．	C．	D．,111,整式的乘法,代数,第七章 整式的乘除法,lv2,71,二次根式的四则运算(71)
2025,重庆市潼南区2024-2025学年九年级下学期第二次联合测试数学试题.docx,一、单选题,5,如图，和是以为位似中心的位似图形，且，的周长是，则的周长是（   ） A．	B．	C．	D．,289,位似,几何,第十章 相似三角形,lv2,35,三角形三边关系(23)
2025,重庆市潼南区2024-2025学年九年级下学期第二次联合测试数学试题.docx,一、单选题,6,估计的值应在（  ） A．3到4之间	B．2到3之间	C．1到2之间	D．0到1之间,66,无理数的估算,代数,第四章 实数,lv2,21,
2025,重庆市潼南区2024-2025学年九年级下学期第二次联合测试数学试题.docx,一、单选题,7,如图是由大小相同的正六边形和正三角形镶嵌而成的地砖图案，其中第①个图案有2个三角形，第②个图案有6个三角形，第③个图案有10个三角形，……，按照这一规律，第11个图案中三角形的个数是（   ）个 A．30	B．34	C．38	D．42,281,弧长和扇形面积,几何,第九章 圆,lv2,47,数图排列规律(39) | 三角形三边关系(22) | 三角形中的角度计算(22)
2025,重庆市潼南区2024-2025学年九年级下学期第二次联合测试数学试题.docx,一、单选题,8,如图，与菱形的边相切于点，点在上．若，则图中阴影部分的面积为（   ） A．	B．	C．	D．,281,弧长和扇形面积,几何,第九章 圆,lv2,71,菱形的性质(31) | 菱形的判定(31) | 与切线有关辅助线(23)
2025,重庆市潼南区2024-2025学年九年级下学期第二次联合测试数学试题.docx,一、单选题,9,如图，在矩形中，为对角线，平分交于点F，点E是上一点，连接、，若，，，则的值为（   ） A．	B．	C．	D．,181,利用韦达定理求参或求代数式值,代数,第十一章 一元二次方程,lv3,47,依据根的情况求参数(47) | 矩形的性质(30) | 矩形的判定(30)
2025,重庆市潼南区2024-2025学年九年级下学期第二次联合测试数学试题.docx,一、单选题,10,已知关于的整式，其中，，，，为整数，且，下列说法：①的项数不可能小于等于3；②若，则不可能分解为一个整式的平方；③若，且，，，，均为正整数，则满足条件的共有4个．其中正确的个数是（   ） A．0	B．1	C．2	D．3,12,根据定义求值,代数,第一章 有理数,lv1,35,整数解方程(35) | 整式的概念(18) | 整式的加减(18)
2025,重庆市潼南区2024-2025学年九年级下学期第二次联合测试数学试题.docx,二、填空题,11,计算：________．,375,频数和频率的计算,统计概率,第一章 数据的收集、整理和描述,lv2,11,实数的简单计算(10) | 有理数加减计算(10)
2025,重庆市潼南区2024-2025学年九年级下学期第二次联合测试数学试题.docx,二、填空题,12,一个口袋中有2个红球，1个黄球，1个白球，这些球除颜色外都相同，从中随机摸出一个球．记下颜色后放回，摇匀后再从中随机摸出一个球，则两次都摸到红球的概率为______．,393,概率的意义,统计概率,第三章 概率初步,lv1,25,求随机事件的概率(25)
2025,重庆市潼南区2024-2025学年九年级下学期第二次联合测试数学试题.docx,二、填空题,13,一个正多边形每个内角与它相邻外角的度数比为，则这个正多边形的边数为______．,215,三角形中的角度计算,几何,第三章 三角形,lv2,59,弧长和扇形面积(47)
2025,重庆市潼南区2024-2025学年九年级下学期第二次联合测试数学试题.docx,二、填空题,14,若关于的一元一次不等式组至少有两个整数解，且关于的分式方程的解为正数，则所有满足条件的整数的值之和是____．,92,解一元一次不等式组,代数,第六章 不等式及不等式组,lv2,44,不等式的基本性质(36) | 一元一次不等式整数解(26) | 整数解方程(26)
2025,重庆市潼南区2024-2025学年九年级下学期第二次联合测试数学试题.docx,二、填空题,15,如图，是的外接圆，是的直径，AD与相切，且与的延长线交于点D，过点C作分别交，于F，G两点，若，则__________；且，则__________．,277,弧、弦、圆心角、圆周角的关系,几何,第九章 圆,lv2,31,圆内接四边形(31) | 直线和圆的位置关系(31) | 与切线有关辅助线(23)
2025,重庆市潼南区2024-2025学年九年级下学期第二次联合测试数学试题.docx,二、填空题,16,一个四位正整数，其各个数位上的数字均不为零，如果个位数字等于十位数字与千位数字之和，则称这个四位数为“压轴数”．将“压轴数”的千位数字去掉得到一个三位数，再将这个三位数与原“压轴数”的千位数字的3倍求和，记作．则最大的“压轴数”与最小的“压轴数”之差为_____．有两个四位正整数，（、、、，）均为“压轴数”，若能被7整除且能被13整除，则满足条件的值的和为_____．,36,定义新运算,代数,第二章 整式及其加减计算,lv2,35,根据定义求值(35) | 整数解方程(35) | 正数、负数和0(23)
2025,重庆市潼南区2024-2025学年九年级下学期第二次联合测试数学试题.docx,三、解答题,17,计算： (1)； (2)．,375,频数和频率的计算,统计概率,第一章 数据的收集、整理和描述,lv2,11,实数的简单计算(10) | 有理数加减计算(10)
2025,重庆市潼南区2024-2025学年九年级下学期第二次联合测试数学试题.docx,三、解答题,18,年5月日，是四川汶川地震周年纪念日，也是我国第个“防灾减灾日”，为了解学生对“防灾减灾”知识的了解程度，某校随机抽取了八年级、九年级各名学生进行网上问卷测试，并对得分情况进行整理和分析（得分用整数x表示，单位：分），且分为A，B，C三个等级，分别是：优秀为A等级：；合格为B等级：，不合格为C等级：，分别绘制成如下统计图表． 其中八年级学生测试成绩数据的众数出现在B等级，B等级测试成绩情况分别为：，，，，，，，，，，； 九年级学生测试成绩数据为B等级共有a个人． 八年级、九年级两组样本的平均数、中位数、众数如表所示： 根据以上信息，解答下列问题： (1)填空：______，______，______；并补全八年级抽取的学生测试成绩频数分布直方图； (2)根据以上信息，你认为该学校哪个年级的测试成绩更好，并说明理由（写出一条理由即可）； (3)若该校八、九年级分别有名，请估计该校八、九年级学生中成绩为合格的学生共有多少名？,381,求中位数和众数,统计概率,第二章 数据分析,lv2,135,求平均数(101) | 统计图的选择(63) | 从频数分布直方图获取信息(50)
2025,重庆市潼南区2024-2025学年九年级下学期第二次联合测试数学试题.docx,三、解答题,19,在学习平行四边形的过程中，小明想利用如下条件构造出一个菱形：如图，在平行四边形中，为对角线，E为边上一点，连接，且，过点E作的垂线交于点F，垂足为O，连接，然后再利用三角形全等得到的结论去说明四边形是菱形，按以上思路完成下面的作图与填空． (1)用直尺和圆规，过点E作AC的垂线（不写作法，只保留作图痕迹）； (2)若过点E作AC的垂线分别交BC于点F，垂足为O，连接AF． 证明：四边形AECF是菱形． ∵四边形ABCD是平行四边形， ∴①______， ∴，， ∵，且EF是AC的垂线， ∴②______， 在与中， ∴， ∴③______且， ∴④______， 又∵， ∴四边形AECF是菱形．,264,菱形的判定,几何,第七章 平行四边形,lv2,155,菱形的性质(84) | 全等三角形性质(59) | 全等三角形判定(59)
2025,重庆市潼南区2024-2025学年九年级下学期第二次联合测试数学试题.docx,三、解答题,20,某甜品店在售的两款小蛋糕，水果蛋糕和慕斯蛋糕的制作成本分别为每个7元和12元，已知水果蛋糕每个售价是慕斯蛋糕每个售价的，已知用300元购买水果蛋糕的个数比用612元购买慕斯蛋糕的个数少9个． (1)求水果蛋糕和慕斯蛋糕的每个售价分别为多少元； (2)随着新年临近，该甜品店对水果蛋糕和慕斯蛋糕的售价进行了调整，每个水果蛋糕的售价上调了，每个慕斯蛋糕的售价上调了，月底经统计水果蛋糕的销售总量为400个，慕斯蛋糕的销售总量为300个，若要保证本月的总利润不低于4700元，求a的最小值．,74,二元一次方程组解法,代数,第五章 二元一次方程（组）,lv2,23,分式方程应用题(23) | 销售问题(23) | 利润问题(23)
2025,重庆市潼南区2024-2025学年九年级下学期第二次联合测试数学试题.docx,三、解答题,21,如图1，在边长为的正方形中，为中点，动点以每秒个单位的速度，从点出发，在射线上运动，同时动点以每秒个单位的速度，从点出发，按的方向运动至点停止，当动点停止运动时动点也停止运动．连接，设点的运动时间为秒，的面积为，的面积为． (1)求出，关于的函数解析式并写出自变量的取值范围； (2)在图2所示的平面直角坐标系中画出，的函数图像，并根据图像写出函数的一条性质； (3)当时，求的值．,326,求自变量的取值范围,函数,第二章 一次函数的性质和图象,lv1,119,正方形的性质(55) | 正方形的判定(47) | 中点坐标公式(43)
2025,重庆市潼南区2024-2025学年九年级下学期第二次联合测试数学试题.docx,三、解答题,22,某户外徒步团在重庆缙云山开辟出了两条经典的徒步路线．如图是两条徒步路线的平面示意图，A、B、C、D、E为徒步路线的五个补给点．已知点E位于点A的东北方向米处，同时位于点B的北偏西方向，点D位于点A的南偏东方向，点C位于点B的西南方向米处，若点C位于点D的正东方，点B位于点A的正东方．路线①为从补给点A出发，经过补给点E，最后到达补给点B；路线②为从补给点A出发，依次经过补给点D、C，最后到达补给点B．（参考数据：，，） (1)求的长度．（结果保留根号） (2)该户外徒步团组织了甲、乙两个队进行登山活动，甲队选择了路线①，其平均速度为60米/分钟，乙队选择了路线②，其平均速度为50米/分钟，若两队同时出发，请通过计算判断哪一支队伍先到达终点．（结果精确到）,288,平行线分线段成比例,几何,第十章 相似三角形,lv2,35,数据的收集与整理过程(11) | 统计图的选择(11) | 频数和频率的计算(11)
2025,重庆市潼南区2024-2025学年九年级下学期第二次联合测试数学试题.docx,三、解答题,23,如图，在平面直角坐标系中，抛物线交轴于，两点，连接． (1)求抛物线的表达式； (2)点是线段上方抛物线上的一动点，过点作，垂足为点，点，为直线上的两个动点（点在的左侧），且，连接，．当线段的长度取得最大值时，求的最小值； (3)将该抛物线沿方向平移，使得新抛物线经过点且与直线相交于另一点，点为新抛物线上的一个动点，当时，请求出所有符合条件点的坐标（写出必要的求解过程）,347,求二次函数的解析式,函数,第三章 二次函数,lv2,119,点的平移规律(45) | 二次函数图象和性质判断(35) | 平行线分线段成比例(35)
2025,重庆市潼南区2024-2025学年九年级下学期第二次联合测试数学试题.docx,三、解答题,24,点是三角形内一点，连接、，． (1)如图，若、分别平分、，，，求的长； (2)如图，连接，若，且，是的中点，求证：； (3)在（1）的条件下，若点是直线上一动点，连接，将绕点顺时针旋转至，连接，取的中点，直接写出当取得最小值时，的面积．,280,直线和圆的位置关系,几何,第九章 圆,lv2,33,图形旋转的性质(29) | 面积比问题(27) | 等面积法(27)
2025,重庆市第一中学2025年九年级第二次模拟考试数学试题（2）.docx,一、单选题,1,下列四个选项中为分数的是（   ） A．2	B．	C．	D．,2,对有理数进行分类,代数,第一章 有理数,lv1,23,
2025,重庆市第一中学2025年九年级第二次模拟考试数学试题（2）.docx,一、单选题,2,如图所示是某一正方体的展开图，正方体每一个面上有一个汉字，那么在原正方体中，与“我”字所在的面相对的面上的汉字是（   ） A．山	B．城	C．重	D．庆,190,几何体的展开图,几何,第一章 几何初步,lv1,49,求正方体的相对面(31)
2025,重庆市第一中学2025年九年级第二次模拟考试数学试题（2）.docx,一、单选题,3,如图，与是以点为位似中心的位似图形，且，若，则的长度为（   ） A．18	B．17	C．16	D．15,288,平行线分线段成比例,几何,第十章 相似三角形,lv2,83,位似(35)
2025,重庆市第一中学2025年九年级第二次模拟考试数学试题（2）.docx,一、单选题,4,当时，反比例函数的图象可能经过点（   ） A．	B．	C．	D．,361,已知反比例函数求参,函数,第四章 反比例函数,lv2,58,反比例函数的图象性质(58) | 求反比例函数解析式(58) | 反比例函数和一次函数图象判断问题(19)
2025,重庆市第一中学2025年九年级第二次模拟考试数学试题（2）.docx,一、单选题,5,估计的值应在（   ） A．0和1之间	B．1和2之间	C．2和3之间	D．3和4之间,66,无理数的估算,代数,第四章 实数,lv2,21,
2025,重庆市第一中学2025年九年级第二次模拟考试数学试题（2）.docx,二、解答题,6,已知在中，，点E在线段上，点F在线段上，且E、F均不在线段端点处，连接，点D在线段的延长线上，连接交于点N． (1)如图1，若点N恰为中点，，，求的度数． (2)如图2，在内有一点Q，连接，，，若，且，．猜想线段，，之间的数量关系，并证明你的猜想； (3)如图3，延长至G，使，连接，若，在内有一点P，连接，，．当最小时，在线段上截取使得，将点H绕点D旋转，连接，点M为线段的中点，将点M绕点B顺时针旋转得到点，连接，当最大时，请直接写出的面积．,274,图形旋转的性质,几何,第八章 旋转,lv2,29,正数、负数和0(23) | 数轴的概念(23) | 线段中点计算问题(17)
2025,重庆市第一中学2025年九年级第二次模拟考试数学试题（2）.docx,二、解答题,7,如图，在平面直角坐标系中，抛物线与x轴交于、两点，交y轴于点C，连接． (1)求抛物线的表达式； (2)如图，点P是直线下方抛物线上一动点，过点P作轴，垂足为E，交于点D，点M、N分别在上运动，当取得最大值时，求的最小值． (3)将该抛物线沿射线方向平移，且平移后的新抛物线经过点C，点Q为新抛物线对称轴上的一动点，当时，直接写出满足条件的点Q的坐标．,346,二次函数图象和性质判断,函数,第三章 二次函数,lv2,227,二次函数中的图形面积问题(227) | 求二次函数的解析式(191)
2025,重庆市第一中学2025年九年级第二次模拟考试数学试题（2）.docx,二、解答题,8,人间四月芳菲尽，山寺桃花始盛开．如图所示，点B为学校所在地，点D为歌乐山一寺庙，D点位于点B的北偏西方向．D点位于小雨家点A的北偏东方向．D点位于小瑜家点C的北偏西方向．又点A位于点B的正西方向，C点位于点B的正北方向，已知小雨家离学校的距离公里．（参考数据：，，） (1)求小雨家A离寺庙D的距离（结果保留根号）； (2)甲、乙、丙三人邀约小雨和小瑜去寺庙D处看桃花，他们三人同时从学校出发，为了接A处的小雨，甲驾车以每小时60公里的速度从学校出发走路线①，为了接C处的小瑜，乙驾车以每小时50公里的速度从学校出发走路线②，（接人时间忽略不计）丙骑共享电动自行车以每小时30公里的从学校出发走路线③，请通过计算说明，甲、乙、丙三人谁最晚达目的地D点？（结果精确到0.01）,371,数据的收集与整理过程,统计概率,第一章 数据的收集、整理和描述,lv1,11,频数和频率的计算(11) | 实数的简单计算(10) | 有理数加减计算(10)
2025,重庆市第一中学2025年九年级第二次模拟考试数学试题（2）.docx,二、解答题,9,如图，在矩形中，，，动点以每秒个单位长度的速度从点出发，动点以每秒个单位长度的速度从点出发，点沿折线方向运动，点沿射线方向运动，当点追上点时，均停止运动．设运动时间为x秒，的面积为． (1)请直接写出关于的函数表达式，并注明自变量的取值范围． (2)在给定的平面直角坐标系中，画出函数的图象，并写出函数的一条性质． (3)结合函数图象，直接写出时的取值范围．（近似值保留一位小数，误差不超过）,331,一次函数图象和性质,函数,第二章 一次函数的性质和图象,lv2,251,二次函数图象判断(244) | 反比例函数的图象性质(244) | 求自变量的取值范围(119)
2025,重庆市第一中学2025年九年级第二次模拟考试数学试题（2）.docx,二、解答题,10,重庆沙坪坝“全球校友”半程马拉松活动将于2025年4月20日在沙坪坝开展，重庆一中校友会计划为参与马拉松活动的一中校友采购活动周边纪念品．经初步调研发现，购买3件运动恤和2个运动手环花费165元，且1件运动恤比1个运动手环贵30元． (1)每件运动恤和每个运动手环的售价分别是多少元？ (2)截止2025年3月17日马拉松活动报名结束，重庆一中校友会计划采购运动恤和运动手环共200件，且购买的总费用不超过5000元，则最多可购买运动恤多少件？,74,二元一次方程组解法,代数,第五章 二元一次方程（组）,lv2,47,分式方程应用题(23)
2025,重庆市第一中学2025年九年级第二次模拟考试数学试题（2）.docx,二、解答题,11,在学习了特殊平行四边形的相关知识后，小墨同学发现，过平行四边形的一条对角线的中点作这条对角线的垂线，与平行四边形的一组对边相交的两点和这条对角线的两个端点顺次连接构成的四边形是菱形，可利用证明三角形全等得到此结论．根据她的想法和思路，完成以下作图和填空： (1)如图，在平行四边形中，是对角线的中点．用尺规过点作的垂线，分别交、于点、，连接、．（不写作法，保留作图痕迹） (2)在（1）的条件下，求证：四边形是菱形． 证明：∵四边形是平行四边形 ∴ ∴①______ ∵为的中点 ∴②______ ∴在和中， ∴ ∴ 又∵ ∴四边形是平行四边形 ∵④______ ∴四边形是菱形． 小墨同学进一步研究发现，对于只有一组对边平行的四边形，过这个四边形一条对角线的中点作这条对角线的垂线，则该垂线与该四边形的这组平行对边所在直线相交的两点和这条对角线的两个端点顺次连接构成的四边形是⑤______．,264,菱形的判定,几何,第七章 平行四边形,lv2,155,菱形的性质(84) | 全等三角形性质(59) | 全等三角形判定(59)
2025,重庆市第一中学2025年九年级第二次模拟考试数学试题（2）.docx,二、解答题,12,为了了解学生的视力健康情况，某校从七、八年级各随机抽取了20名学生进行视力检查，并对其视力情况的数据进行了整理和分析，得到下列信息：（视力情况共分为4组：A．视力，视力正常；B．视力，轻度视力不良；C．视力，中度视力不良；D．视力，重度视力不良） 抽取的20名七年级学生的视力情况数据为：4.9，4.9，4.7，4.8，4.7，4.8，5.0，5.1，5.1，5.2，4.9，4.9，4.9，4.9，4.8，4.5，4.5，4.8，5.0，4.6； 抽取的八年级学生的视力情况在C组的数据为：4.8，4.8，4.8，4.7，4.8，4.8，4.7，4.8； 抽取的七、八年级学生的视力情况数据统计表 (1)填空：______，______，______． (2)根据以上数据，你认为该校七年级和八年级学生的视力情况谁更健康？请说明理由；（写出一条理由即可） (3)该校七年级共有学生400人，八年级共有学生500人，请估计两个年级学生中视力正常的人数共有多少人？,371,数据的收集与整理过程,统计概率,第一章 数据的收集、整理和描述,lv1,30,无理数的估算(21) | 统计图的选择(18) | 依据判别式判断根的情况(11)
2025,重庆市第一中学2025年九年级第二次模拟考试数学试题（2）.docx,二、解答题,13,计算： (1)． (2)先化简，再求值：，其中．,33,整式化简求值,代数,第二章 整式及其加减计算,lv2,34,二次根式的性质与化简(28) | 频数和频率的计算(11) | 实数的简单计算(10)
2025,重庆市第一中学2025年九年级第二次模拟考试数学试题（2）.docx,三、填空题,14,对于一个四位自然数M，若它的千位数字与百位数字差的2倍等于它的十位数字与个位数字的差，则称M为“倍差数”．对于一个“倍差数”，它的千位和十位数字构成的两位数减去百位与个位数字构成的两位数所得的差记为s，将它的百位和十位数字构成的两位数减去千位与个位数字构成的两位数所得的差记为t，规定：．例如：，因为，所以8651是“倍差数”，，，则．已知四位自然数是“倍差数”，则______；若四位自然数P、Q均为“倍差数”，其中，，，，，，m，n，x，y均为整数，当时，则的值为______．,36,定义新运算,代数,第二章 整式及其加减计算,lv2,59,利用韦达定理求参或求代数式值(47) | 依据根的情况求参数(47)
2025,重庆市第一中学2025年九年级第二次模拟考试数学试题（2）.docx,三、填空题,15,如图，在平行四边形中，为锐角，，点E、F分别是、上的点，连接、交于点M，以为直径的圆O交于点G，且，，则______；若，______．,259,平行四边形的性质,几何,第七章 平行四边形,lv2,49,平行四边形的判定(49) | 弧、弦、圆心角、圆周角的关系(31) | 四边形中的动态问题(23)
2025,重庆市第一中学2025年九年级第二次模拟考试数学试题（2）.docx,三、填空题,16,若关于的不等式组有且仅有1个奇数解，且关于的分式方程的解为整数，则所有满足条件的整数的和为______．,92,解一元一次不等式组,代数,第六章 不等式及不等式组,lv2,44,不等式的基本性质(36) | 解分式方程(24) | 分式方程应用题(24)
2025,重庆市第一中学2025年九年级第二次模拟考试数学试题（2）.docx,三、填空题,17,在一个不透明的袋子里装有个分别标有数字，，的小球，这些球除标号外完全相同．从袋中随机抽取一个小球并记下数字后放回，将袋中小球摇匀，再随机抽取一个小球记下数字，两次记下的数字之积是奇数的概率为______．,393,概率的意义,统计概率,第三章 概率初步,lv1,25,求随机事件的概率(25)
2025,重庆市第一中学2025年九年级第二次模拟考试数学试题（2）.docx,三、填空题,18,一个正多边形一共有5条对角线，则这个正多边形的中心角为______度．,281,弧长和扇形面积,几何,第九章 圆,lv2,47,三角形中的角度计算(35)
2025,重庆市第一中学2025年九年级第二次模拟考试数学试题（2）.docx,三、填空题,19,计算：______．,375,频数和频率的计算,统计概率,第一章 数据的收集、整理和描述,lv2,11,实数的简单计算(10) | 有理数加减计算(10)
2025,重庆市第一中学2025年九年级第二次模拟考试数学试题（2）.docx,四、单选题,20,若，为任意正数，已知，，，，进行如下操作：在，，，中任选两个作差后并求其绝对值．例如：选，作差并求其绝对值，即．则下列说法中： 所有的操作结果中存在一个结果与另外一个结果的比值为常数； 若，存在两个整数，使得所有操作结果的和为； 若，，，均为整数，且满足，则的值为或或；正确的个数为（   ） A．	B．1	C．2	D．3,181,利用韦达定理求参或求代数式值,代数,第十一章 一元二次方程,lv3,47,依据根的情况求参数(47) | 求一个数的绝对值(38) | 绝对值化简(22)
2025,重庆市第一中学2025年九年级第二次模拟考试数学试题（2）.docx,四、单选题,21,在等腰中，，点D在上，点E在上且，连接，将沿翻折到的内部，得到，连接．则（　　） A．	B．	C．	D．,243,等腰三角形的分类讨论问题,几何,第五章 轴对称,lv2,23,矩形翻折问题(19) | 直角三角形翻折问题(19)
2025,重庆市第一中学2025年九年级第二次模拟考试数学试题（2）.docx,四、单选题,22,已知正方形的边长为4，为边的中点，以为圆心，长为半径作圆心角为的扇形，以长为直径在正方形内部作半圆，则图中阴影部分的面积是（   ） A．	B．	C．	D．,281,弧长和扇形面积,几何,第九章 圆,lv2,92,弧、弦、圆心角、圆周角的关系(81) | 正方形的性质(47) | 正方形的判定(47)
2025,重庆市第一中学2025年九年级第二次模拟考试数学试题（2）.docx,四、单选题,23,下图是用形状大小完全相同的三角形按照一定规律拼成的图案，第种图案有个三角形，第种图案有个三角形，第种图案有个三角形，，按照这一规律，第种图案三角形的个数是（   ） A．	B．	C．	D．,40,数图排列规律,代数,第二章 整式及其加减计算,lv3,39,三角形三边关系(22) | 三角形中的角度计算(22) | 数式排列规律(15)
2025,重庆市第一中学2025年九年级第二次模拟考试数学试题（2）.docx,四、单选题,24,下列命题中，真命题是（   ） A．平分弦的直径垂直该弦	B．四条边相等且对角线相等的四边形是正方形 C．三角形外角和为	D．两点之间直线最短,215,三角形中的角度计算,几何,第三章 三角形,lv2,142,方程的有关概念(59) | 线段中点计算问题(47) | 正方形的性质(47)
2025,重庆市第一中学校2024-2025学年九年级下学期第一次模拟测数学试题.docx,一、单选题,1,下列实数中，比小的数是（　　） A．	B．0	C．	D．,65,判断无理数,代数,第四章 实数,lv1,23,实数的简单计算(23) | 平方根和立方根(7) | 无理数的估算(7)
2025,重庆市第一中学校2024-2025学年九年级下学期第一次模拟测数学试题.docx,一、单选题,2,如图是由两个宽度相同的长方体组成的几何体，它的主视图是（    ） A．	B．	C．	D．,311,由几何体判定三视图,几何,第十二章 投影和视图,lv1,35,几何体的展开图(17)
2025,重庆市第一中学校2024-2025学年九年级下学期第一次模拟测数学试题.docx,一、单选题,3,与是位似图形，且与的位似比为，已知的周长是2，则的周长是（   ） A．1	B．2	C．4	D．8,289,位似,几何,第十章 相似三角形,lv2,35,三角形三边关系(23)
2025,重庆市第一中学校2024-2025学年九年级下学期第一次模拟测数学试题.docx,一、单选题,4,下列计算正确的是（    ） A．	B．	C．	D．,111,整式的乘法,代数,第七章 整式的乘除法,lv2,143,二次根式的四则运算(143)
2025,重庆市第一中学校2024-2025学年九年级下学期第一次模拟测数学试题.docx,一、单选题,5,如图，，点E在直线上，点F、G在直线上，，，则的度数是（   ） A．	B．	C．	D．,280,直线和圆的位置关系,几何,第九章 圆,lv2,33,
2025,重庆市第一中学校2024-2025学年九年级下学期第一次模拟测数学试题.docx,一、单选题,6,已知，则实数的范围是（   ） A．	B．	C．	D．,65,判断无理数,代数,第四章 实数,lv1,23,实数的简单计算(23) | 平方根和立方根(7) | 无理数的估算(7)
2025,重庆市第一中学校2024-2025学年九年级下学期第一次模拟测数学试题.docx,一、单选题,7,在平面直角坐标系中，将点向下平移2个单位长度，得到点，若点恰好在反比例函数的图象上，则的值为（   ） A．	B．	C．	D．20,361,已知反比例函数求参,函数,第四章 反比例函数,lv2,58,反比例函数的图象性质(58) | 求反比例函数解析式(58) | 利用韦达定理求参或求代数式值(47)
2025,重庆市第一中学校2024-2025学年九年级下学期第一次模拟测数学试题.docx,一、单选题,8,如图，，，以点为圆心，为半径作弧交于点，交于点，若，则阴影部分的面积为（    ） A．	B．	C．	D．,281,弧长和扇形面积,几何,第九章 圆,lv2,71,
2025,重庆市第一中学校2024-2025学年九年级下学期第一次模拟测数学试题.docx,一、单选题,9,如图，在正方形中，为上一点，在的延长线上，连接，，，点为的中点，连接．若，，则的值为（   ） A．	B．	C．	D．,181,利用韦达定理求参或求代数式值,代数,第十一章 一元二次方程,lv3,47,依据根的情况求参数(47) | 正方形的性质(47) | 正方形的判定(47)
2025,重庆市第一中学校2024-2025学年九年级下学期第一次模拟测数学试题.docx,一、单选题,10,已知多项式，多项式，其中、、均为正整数，下列说法： ①若，且关于的方程有无数个解，则； ②若，则存在实数使得； ③若，，且，则满足条件的多项式共有3个． 其中正确的个数是（   ） A．0	B．1	C．2	D．3,12,根据定义求值,代数,第一章 有理数,lv1,35,整数解方程(35) | 整式的概念(35) | 整式的加减(35)
2025,重庆市第一中学校2024-2025学年九年级下学期第一次模拟测数学试题.docx,二、填空题,11,计算：_____．,375,频数和频率的计算,统计概率,第一章 数据的收集、整理和描述,lv2,11,实数的简单计算(10) | 有理数加减计算(10)
2025,重庆市第一中学校2024-2025学年九年级下学期第一次模拟测数学试题.docx,二、填空题,12,某正多边形的一个内角是其外角的两倍，则该正多边形的边数为______．,215,三角形中的角度计算,几何,第三章 三角形,lv2,59,弧长和扇形面积(47)
2025,重庆市第一中学校2024-2025学年九年级下学期第一次模拟测数学试题.docx,二、填空题,13,德中九年级某班本次申报的入团积极分子有1名男生和3名女生，校团委决定从这四名同学中随机抽取两名进行交流谈话，则抽中的两名同学恰好为一男一女的概率是______．,393,概率的意义,统计概率,第三章 概率初步,lv1,25,求随机事件的概率(25)
2025,重庆市第一中学校2024-2025学年九年级下学期第一次模拟测数学试题.docx,二、填空题,14,已知，则_____．,,未匹配,,,,0,
2025,重庆市第一中学校2024-2025学年九年级下学期第一次模拟测数学试题.docx,二、填空题,15,如图，在平行四边形中，是边上一点，连接，，作的外接圆交于点．已知的半径为，，则_____；若，，则_____．,259,平行四边形的性质,几何,第七章 平行四边形,lv2,49,平行四边形的判定(49) | 弧、弦、圆心角、圆周角的关系(43) | 圆内接四边形(31)
